word|kana|common_flag
主将|しゅしょう|true
主導|しゅどう|true
主導権|しゅどうけん|true
主席|しゅせき|true
主幹|しゅかん|true
主張|しゅちょう|true
主役|しゅやく|true
主戦|しゅせん|true
主旨|しゅし|false
主査|しゅさ|true
主権|しゅけん|true
主權|しゅけん|false
主治医|しゅじい|true
主流|しゅりゅう|true
主演|しゅえん|true
主犯|しゅはん|true
主眼|しゅがん|true
主砲|しゅほう|true
主税局|しゅぜいきょく|true
主筆|しゅひつ|true
主管|しゅかん|true
主義|しゅぎ|true
主義者|しゅぎしゃ|true
主脳|しゅのう|false
主脳部|しゅのうぶ|false
主要|しゅよう|true
主観|しゅかん|true
主観的|しゅかんてき|true
主計|しゅけい|true
主計局|しゅけいきょく|true
主語|しゅご|true
主謀|しゅぼう|false
主軸|しゅじく|true
主領|しゅりょう|false
主題|しゅだい|true
主食|しゅしょく|true
丼|どんぶり|true
丼ぶり|どんぶり|false
乃|の|false
乃ち|すなわち|false
乃至|ないし|true
乄切り|しめきり|false
久々|ひさびさ|true
久しい|ひさしい|true
久しぶり|ひさしぶり|true
久し振り|ひさしぶり|true
久久|ひさびさ|false
久留子|クルス|false
之|これ|false
之|の|false
之れ|これ|false
之等|これら|false
乍ら|ながら|false
乍らも|ながらも|false
乏しい|とぼしい|true
乗じる|じょうじる|true
乗ずる|じょうずる|true
乗せる|のせる|true
乗っとり|のっとり|false
乗っとる|のっとる|false
乗っ取り|のっとり|true
乗っ取る|のっとる|true
乗り|のり|true
乗りおくれる|のりおくれる|false
乗りかえ|のりかえ|false
乗りかえる|のりかえる|false
乗りきる|のりきる|false
乗りこえる|のりこえる|false
乗りこむ|のりこむ|false
乗りだす|のりだす|false
乗りまわす|のりまわす|false
乗りもの|のりもの|false
乗り出す|のりだす|true
乗り切る|のりきる|true
乗り回す|のりまわす|true
乗り場|のりば|true
乗り換え|のりかえ|true
乗り換える|のりかえる|true
乗り替え|のりかえ|false
乗り替える|のりかえる|false
乗り気|のりき|true
乗り物|のりもの|true
乗り越える|のりこえる|true
乗り越し|のりこし|true
乗り越す|のりこす|true
乗り込む|のりこむ|true
乗り遅れる|のりおくれる|true
乗り降り|のりおり|true
乗る|のる|true
乗出す|のりだす|false
乗務員|じょうむいん|true
乗員|じょういん|true
乗回す|のりまわす|false
乗場|のりば|true
乗客|じょうきゃく|true
乗換|のりかえ|true
乗換え|のりかえ|true
乗換える|のりかえる|false
乗替え|のりかえ|false
乗替える|のりかえる|false
乗気|のりき|false
乗物|のりもの|false
乗用車|じょうようしゃ|true
乗組員|のりくみいん|true
乗越える|のりこえる|false
乗越し|のりこし|true
乗越す|のりこす|false
乗車|じょうしゃ|true
乗車券|じょうしゃけん|true
乗込む|のりこむ|false
乗遅れる|のりおくれる|false
乗降|じょうこう|true
乗馬|じょうば|true
乘る|のる|false
乙|おつ|true
九|きゅう|true
九々|くく|false
九〇|きゅうじゅう|false
九つ|ここのつ|true
九九|くく|true
九十|きゅうじゅう|true
九州|きゅうしゅう|true
九日|ここのか|true
九月|くがつ|true
九重|ここのえ|true
乞う|こう|true
乞食|こじき|true
乱す|みだす|true
乱れ|みだれ|true
乱れる|みだれる|true
乱吹|ふぶき|false
乱売|らんばい|true
乱暴|らんぼう|true
乱獲|らんかく|true
乱用|らんよう|true
乱発|らんぱつ|true
乱立|らんりつ|true
乱調|らんちょう|true
乱闘|らんとう|true
乱雑|らんざつ|true
乳|ちち|true
乳児|にゅうじ|true
乳幼児|にゅうようじ|true
乳房|ちぶさ|true
乳製品|にゅうせいひん|true
乳首|ちくび|true
乾かす|かわかす|true
乾く|かわく|true
乾す|ほす|false
乾る|ひる|false
乾季|かんき|true
乾期|かんき|true
乾杯|かんぱい|true
乾燥|かんそう|true
乾物|かんぶつ|true
乾盃|かんぱい|false
乾電池|かんでんち|true
亀|かめ|true
亀裂|きれつ|true
亂暴|らんぼう|false
了|りょう|true
了う|しまう|false
了える|おえる|false
了る|おわる|false
了承|りょうしょう|true
了解|りょうかい|true
予て|かねて|true
予め|あらかじめ|true
予備|よび|true
予備校|よびこう|true
予備費|よびひ|true
予告|よこく|true
予告篇|よこくへん|false
予告編|よこくへん|true
予報|よほう|true
予定|よてい|true
予定表|よていひょう|true
予想|よそう|true
予想以上|よそういじょう|true
予想外|よそうがい|true
予感|よかん|true
予断|よだん|true
予期|よき|true
予期せぬ|よきせぬ|true
予測|よそく|true
予知|よち|true
予算|よさん|true
予約|よやく|true
予約注文|よやくちゅうもん|true
予習|よしゅう|true
予言|よげん|true
予選|よせん|true
予防|よぼう|true
予防接種|よぼうせっしゅ|true
争い|あらそい|true
争う|あらそう|true
争奪|そうだつ|true
争点|そうてん|true
争議|そうぎ|true
事|こと|true
事える|つかえる|false
事がある|ことがある|true
事ができる|ことができる|true
事がない|ことがない|true
事がら|ことがら|false
事が出来る|ことができる|true
事が無い|ことがない|false
事にする|ことにする|true
事になる|ことになる|true
事によって|ことによって|true
事により|ことにより|true
事による|ことによる|true
事ム所|じむしょ|false
事件|じけん|true
事体|じたい|false
事例|じれい|true
事例集|じれいしゅう|true
事典|じてん|true
事前|じぜん|true
事務|じむ|true
事務処|じむしょ|false
事務員|じむいん|true
事務官|じむかん|true
事務室|じむしつ|true
事務局|じむきょく|true
事務当局|じむとうきょく|true
事務所|じむしょ|true
事務次官|じむじかん|true
事務的|じむてき|true
事変|じへん|true
事実|じじつ|true
事実上|じじつじょう|true
事実無根|じじつむこん|true
事後|じご|true
事情|じじょう|true
事態|じたい|true
事故|じこ|true
事柄|ことがら|true
事業|じぎょう|true
事業所|じぎょうしょ|true
事由|じゆう|true
事象|じしょう|true
事項|じこう|true
二|に|true
二〇|にじゅう|false
二〇〇|にひゃく|false
二〇日|はつか|false
二つ|ふたつ|true
二つめ|ふたつめ|false
二つ目|ふたつめ|true
二どと|にどと|false
二の次|にのつぎ|true
二一日|にじゅういちにち|false
二七日|にじゅうしちにち|false
二七日|ふたなぬか|true
二三日|にじゅうさんにち|false
二世|にせい|true
二九日|にじゅうくにち|false
二二日|にじゅうににち|false
二五日|にじゅうごにち|false
二人|ふたり|true
二人とも|ふたりとも|true
二人三脚|ににんさんきゃく|true
二人共|ふたりとも|false
二人前|ににんまえ|true
二八日|にじゅうはちにち|false
二六日|にじゅうろくにち|false
二分|にぶん|true
二割|にわり|true
二十|にじゅう|true
二十|はたち|false
二十一日|にじゅういちにち|true
二十七日|にじゅうしちにち|true
二十三日|にじゅうさんにち|true
二十世紀|にじっせいき|true
二十九日|にじゅうくにち|true
二十二日|にじゅうににち|true
二十五日|にじゅうごにち|true
二十八日|にじゅうはちにち|true
二十六日|にじゅうろくにち|true
二十四日|にじゅうよっか|true
二十四時間制|にじゅうよじかんせい|true
二十日|はつか|true
二十歳|はたち|true
二号|にごう|true
二四日|にじゅうよっか|false
二回|にかい|true
二塁|にるい|true
二塁手|にるいしゅ|true
二塁打|にるいだ|true
二子|ふたご|false
二宮|にぐう|true
二度|にど|true
二度|ふたたび|false
二度と|にどと|true
二度寝|にどね|true
二日|ふつか|true
二月|にがつ|true
二期|にき|true
二本立て|にほんだて|true
二枚|にまい|true
二枚目|にまいめ|true
二枚舌|にまいじた|true
二次|にじ|true
二死|にし|true
二流|にりゅう|true
二王|におう|false
二男|じなん|false
二番|にばん|true
二百|にひゃく|true
二百二十日|にひゃくはつか|true
二百十日|にひゃくとおか|true
二者択一|にしゃたくいつ|true
二葉|ふたば|false
二軍|にぐん|true
二輪車|にりんしゃ|true
二部|にぶ|true
二酸化炭素|にさんかたんそ|true
二重|にじゅう|true
二重奏|にじゅうそう|true
二院|にいん|true
二階|にかい|true
二階建|にかいだて|false
二階建て|にかいだて|true
云々|うんぬん|true
云いだす|いいだす|false
云い出す|いいだす|false
云う|いう|false
云云|うんぬん|false
云出す|いいだす|false
互い|たがい|true
互いに|たがいに|true
互い違い|たがいちがい|true
互助|ごじょ|true
互換|ごかん|true
互格|ごかく|false
互角|ごかく|true
互選|ごせん|true
五|ご|true
五〇|ごじゅう|false
五つ|いつつ|true
五体|ごたい|true
五分|ごぶ|true
五十|ごじゅう|true
五十三次|ごじゅうさんつぎ|true
五十音|ごじゅうおん|true
五感|ごかん|true
五日|いつか|true
五月|ごがつ|true
五月蝿い|うるさい|false
五月蠅い|うるさい|false
五輪|ごりん|true
井堰|せき|false
井戸|いど|true
亘る|わたる|false
亙る|わたる|false
些|いささか|false
些か|いささか|false
些し|すこし|false
些とも|ちっとも|false
些細|ささい|true
亜ぐ|つぐ|false
亜墨利加|アメリカ|false
亜墨利加合衆国|アメリカがっしゅうこく|false
亜弗利加|アフリカ|false
亜熱帯|あねったい|true
亜爾加里|アルカリ|false
亜米利加|アメリカ|false
亜米利加合衆国|アメリカがっしゅうこく|false
亜細亜|アジア|false
亜美利加|アメリカ|false
亜鉛|あえん|true
亡う|うしなう|false
亡がら|なきがら|false
亡きがら|なきがら|false
亡き骸|なきがら|false
亡くす|なくす|true
亡くなる|なくなる|true
亡す|ほろぼす|false
亡びる|ほろびる|false
亡ぼす|ほろぼす|false
亡命|ぼうめい|true
亡夫|ぼうふ|true
亡父|ぼうふ|true
亡霊|ぼうれい|true
亡骸|なきがら|true
亢奮|こうふん|false
交うる|まじえる|false
交える|まじえる|true
交ざる|まざる|true
交じり|まじり|true
交じる|まじる|true
交す|かわす|false
交ぜる|まぜる|true
交る|まじる|false
交わす|かわす|true
交わる|まじわる|true
交互|こうご|true
交付|こうふ|true
交代|こうたい|true
交信|こうしん|true
交叉|こうさ|false
交叉点|こうさてん|false
交友|こうゆう|true
交差|こうさ|true
交差点|こうさてん|true
交戦|こうせん|true
交換|こうかん|true
交易|こうえき|true
交替|こうたい|true
交流|こうりゅう|true
交渉|こうしょう|true
交番|こうばん|true
交迭|こうてつ|false
交通|こうつう|true
交通事故|こうつうじこ|true
交通機関|こうつうきかん|true
交通網|こうつうもう|true
交通費|こうつうひ|true
交錯|こうさく|true
交際|こうさい|true
交際費|こうさいひ|true
交響曲|こうきょうきょく|true
交響楽団|こうきょうがくだん|true
亥|い|true
亦|また|false
享ける|うける|false
享受|きょうじゅ|true
享宴|きょうえん|false
京|きょう|true
京|みやこ|false
京坂|けいはん|false
京都|きょうと|true
京阪|けいはん|true
亭主|ていしゅ|true
人|じん|true
人|にん|true
人|ひと|true
人々|ひとびと|true
人かげ|ひとかげ|false
人ごと|ひとごと|false
人ごみ|ひとごみ|true
人さし指|ひとさしゆび|false
人さま|ひとさま|false
人たち|ひとたち|true
人だかり|ひとだかり|true
人びと|ひとびと|false
人まえ|ひとまえ|false
人一倍|ひといちばい|true
人並|ひとなみ|false
人並み|ひとなみ|true
人中|ひとなか|true
人事|じんじ|true
人事|ひとごと|true
人事異動|じんじいどう|true
人事院|じんじいん|true
人人|ひとびと|false
人件費|じんけんひ|true
人体|じんたい|true
人出|ひとで|true
人前|にんまえ|true
人前|ひとまえ|true
人力車|じんりきしゃ|true
人参|にんじん|true
人口|じんこう|true
人名|じんめい|true
人命|じんめい|true
人員|じんいん|true
人妻|ひとづま|true
人工|じんこう|true
人工呼吸|じんこうこきゅう|true
人工的|じんこうてき|true
人工衛星|じんこうえいせい|true
人差し指|ひとさしゆび|true
人差指|ひとさしゆび|false
人形|にんぎょう|true
人影|ひとかげ|true
人心|じんしん|true
人情|にんじょう|true
人指し指|ひとさしゆび|false
人数|にんずう|true
人文|じんぶん|true
人文科学|じんぶんかがく|true
人材|じんざい|true
人柄|ひとがら|true
人格|じんかく|true
人様|ひとさま|true
人権|じんけん|true
人権擁護|じんけんようご|true
人殺し|ひとごろし|true
人民|じんみん|true
人民元|じんみんげん|true
人民戦線|じんみんせんせん|true
人気|にんき|true
人気のある|にんきのある|true
人気者|にんきもの|true
人混|ひとごみ|false
人混み|ひとごみ|false
人為|じんい|true
人為的|じんいてき|true
人物|じんぶつ|true
人生|じんせい|true
人生感|じんせいかん|false
人生観|じんせいかん|true
人的|じんてき|true
人目|ひとめ|true
人相|にんそう|true
人眼|ひとめ|false
人種|じんしゅ|true
人脈|じんみゃく|true
人見しり|ひとみしり|false
人見知|ひとみしり|false
人見知り|ひとみしり|true
人財|じんざい|false
人質|ひとじち|true
人込|ひとごみ|false
人込み|ひとごみ|false
人通り|ひとどおり|true
人造|じんぞう|true
人道|じんどう|true
人道主義|じんどうしゅぎ|true
人道的|じんどうてき|true
人達|ひとたち|true
人違い|ひとちがい|true
人選|じんせん|true
人間|にんげん|true
人間ドック|にんげんドック|true
人間ドッグ|にんげんドック|false
人間像|にんげんぞう|true
人間国宝|にんげんこくほう|true
人間性|にんげんせい|true
人間的|にんげんてき|true
人間関係|にんげんかんけい|true
人集り|ひとだかり|false
人類|じんるい|true
人類学|じんるいがく|true
人骨|じんこつ|true
什|じゅう|false
仁|じん|true
仁王|におう|true
仁義|じんぎ|true
仁輪加|にわか|false
仄か|ほのか|true
仄めかす|ほのめかす|true
仆す|たおす|false
仆れる|たおれる|false
仇名|あだな|false
今|いま|true
今いち|いまいち|false
今ごろ|いまごろ|false
今さら|いまさら|false
今すぐ|いますぐ|true
今どき|いまどき|false
今に|いまに|true
今にも|いまにも|true
今ひとつ|いまひとつ|true
今まで|いままで|true
今や|いまや|true
今イチ|いまいち|false
今一|いまいち|true
今一つ|いまひとつ|false
今回|こんかい|true
今夏|こんか|true
今夜|こんや|true
今季|こんき|true
今宵|こよい|true
今年|ことし|true
今年度|こんねんど|true
今度|こんど|true
今後|こんご|true
今日|きょう|true
今日このごろ|きょうこのごろ|false
今日この頃|きょうこのごろ|true
今日は|こんにちは|true
今日わ|こんにちは|false
今日此の頃|きょうこのごろ|false
今日此頃|きょうこのごろ|false
今日的|こんにちてき|true
今昔|こんじゃく|true
今春|こんしゅん|true
今時|いまどき|true
今晩|こんばん|true
今晩は|こんばんは|true
今更|いまさら|true
今月|こんげつ|true
今朝|けさ|true
今期|こんき|true
今直ぐ|いますぐ|false
今秋|こんしゅう|true
今迄|いままで|false
今週|こんしゅう|true
今週末|こんしゅうまつ|true
今頃|いまごろ|true
介|かい|false
介入|かいにゅう|true
介助|かいじょ|true
介在|かいざい|true
介護|かいご|true
仏|ふつ|true
仏|ほとけ|true
仏像|ぶつぞう|true
仏壇|ぶつだん|true
仏教|ぶっきょう|true
仏文|ふつぶん|true
仏檀|ぶつだん|false
仏蘭西|フランス|false
仏語|ふつご|true
仔ネコ|こねこ|false
仔牛|こうし|false
仔犬|こいぬ|false
仔猫|こねこ|false
仔羊|こひつじ|false
仕あげ|しあげ|false
仕える|つかえる|true
仕かける|しかける|false
仕上|しあげ|false
仕上がり|しあがり|true
仕上げ|しあげ|true
仕上げる|しあげる|true
仕上り|しあがり|false
仕事|しごと|true
仕事はじめ|しごとはじめ|false
仕事中|しごとちゅう|true
仕事場|しごとば|true
仕事始|しごとはじめ|false
仕事始め|しごとはじめ|true
仕入|しいれ|false
仕入れ|しいれ|true
仕入れる|しいれる|true
仕出し|しだし|true
仕切|しきり|false
仕切り|しきり|true
仕合|しあい|false
仕合い|しあい|false
仕合せ|しあわせ|false
仕合わせ|しあわせ|false
仕度|したく|false
仕手|して|true
仕掛|しかけ|false
仕掛け|しかけ|true
仕掛ける|しかける|true
仕方|しかた|true
仕方がない|しかたがない|true
仕方が無い|しかたがない|false
仕方ない|しかたない|true
仕方無い|しかたない|false
仕末|しまつ|false
仕業|しわざ|true
仕様|しよう|true
仕様がない|しょうがない|false
仕様が無い|しょうがない|false
仕樣|しよう|false
仕種|しぐさ|false
仕立|したて|false
仕立て|したて|true
仕立てる|したてる|true
仕組|しくみ|false
仕組み|しくみ|true
仕舞う|しまう|false
仕舞った|しまった|false
仕草|しぐさ|true
仕込|しこみ|false
仕込み|しこみ|true
仕送り|しおくり|true
他|た|true
他|ほか|true
他に|ほかに|true
他にも|ほかにも|true
他人|たにん|true
他人ごと|ひとごと|false
他人事|ひとごと|true
他人様|ひとさま|false
他国|たこく|true
他所|よそ|false
他所行き|よそゆき|false
他方|たほう|true
他殺|たさつ|true
他派|たは|true
他社|たしゃ|true
他者|たしゃ|true
他薦|たせん|true
他面|ためん|true
付|つき|false
付いていく|ついていく|false
付いている|ついてる|true
付いてくる|ついてくる|true
付いてゆく|ついていく|false
付いてる|ついてる|true
付いて来る|ついてくる|false
付いて行く|ついていく|false
付き|つき|true
付きあう|つきあう|false
付き合い|つきあい|true
付き合う|つきあう|true
付き添い|つきそい|true
付く|つく|true
付け|つけ|true
付けくわえる|つけくわえる|false
付けこむ|つけこむ|false
付ける|つける|true
付け加える|つけくわえる|true
付け根|つけね|true
付け足す|つけたす|true
付け込む|つけこむ|false
付与|ふよ|true
付加|ふか|true
付加える|つけくわえる|false
付合い|つきあい|false
付合う|つきあう|false
付属|ふぞく|true
付帯|ふたい|true
付根|つけね|false
付添|つきそい|false
付添い|つきそい|true
付着|ふちゃく|true
付足す|つけたす|false
付近|ふきん|true
付録|ふろく|true
仙|セント|false
仙人|せんにん|true
仙台|せんだい|true
仙臺|せんだい|false
仟|せん|false
代|よ|false
代々|だいだい|true
代え|かえ|false
代える|かえる|true
代り|かわり|false
代る|かわる|false
代る代る|かわるがわる|false
代わり|かわり|true
代わる|かわる|true
代わる代わる|かわるがわる|true
代人|だいにん|true
代代|だいだい|true
代償|だいしょう|true
代名詞|だいめいし|true
代官|だいかん|true
代弁|だいべん|true
代役|だいやく|true
代打|だいだ|true
代替|だいたい|true
代替え|だいたい|false
代理|だいり|true
代理人|だいりにん|true
代理店|だいりてん|true
代用|だいよう|true
代目|だいめ|true
代行|だいこう|true
代表|だいひょう|true
代表作|だいひょうさく|true
代表的|だいひょうてき|true
代謝|たいしゃ|true
代議|だいぎ|true
代議士|だいぎし|true
代辨|だいべん|false
代辯|だいべん|false
代金|だいきん|true
令|れい|true
令和|れいわ|true
令嬢|れいじょう|true
令状|れいじょう|true
以って|もって|false
以て|もって|true
以上|いじょう|true
以下|いか|true
以内|いない|true
以前|いぜん|true
以呂波|いろは|false
以外|いがい|true
以後|いご|true
以来|いらい|true
以色列|イスラエル|false
以降|いこう|true
仮|かり|true
仮に|かりに|true
仮り|かり|false
仮令|たとえ|true
仮処分|かりしょぶん|true
仮名|かな|true
仮名|かめい|true
仮名使い|かなづかい|false
仮名遣|かなづかい|false
仮名遣い|かなづかい|true
仮字|かな|false
仮定|かてい|true
仮想|かそう|true
仮称|かしょう|true
仮空|かくう|false
仮粧|けしょう|false
仮装|かそう|true
仮設|かせつ|true
仮説|かせつ|true
仮面|かめん|true
仮題|かだい|true
仰ぐ|あおぐ|true
仰しゃる|おっしゃる|false
仰っしゃる|おっしゃる|false
仰むけ|あおむけ|false
仰る|おっしゃる|true
仰向け|あおむけ|true
仰天|ぎょうてん|true
仰有る|おっしゃる|false
仲|なか|true
仲々|なかなか|false
仲よく|なかよく|false
仲よし|なかよし|false
仲人|なこうど|true
仲介|ちゅうかい|true
仲仲|なかなか|false
仲好く|なかよく|false
仲好し|なかよし|false
仲核|ちゅうかく|false
仲直り|なかなおり|true
仲良く|なかよく|true
仲良し|なかよし|true
仲裁|ちゅうさい|true
仲買|なかがい|true
仲買い|なかがい|false
仲間|なかま|true
仲間たち|なかまたち|true
仲間入り|なかまいり|true
仲間達|なかまたち|false
件|けん|true
件数|けんすう|true
任|にん|true
任す|まかす|true
任せる|まかせる|true
任務|にんむ|true
任命|にんめい|true
任意|にんい|true
任期|にんき|true
企てる|くわだてる|true
企み|たくらみ|true
企む|たくらむ|true
企劃|きかく|false
企図|きと|true
企業|きぎょう|true
企業家|きぎょうか|true
企画|きかく|true
企画室|きかくしつ|true
伊|い|true
伊呂波|いろは|false
伊呂葉|いろは|false
伊太利|イタリア|false
伊太利亜|イタリア|false
伊拉久|イラク|false
伊達|だて|true
伍|ご|false
伍つ|いつつ|false
伎|わざ|false
伎能|ぎのう|false
伏せる|ふせる|true
伏兵|ふくへい|true
伏線|ふくせん|true
伐つ|うつ|false
伐採|ばっさい|true
休けい|きゅうけい|false
休する|きゅうする|true
休まる|やすまる|true
休み|やすみ|true
休む|やすむ|true
休める|やすめる|true
休刊|きゅうかん|true
休場|きゅうじょう|true
休学|きゅうがく|true
休息|きゅうそく|true
休憩|きゅうけい|true
休憩所|きゅうけいじょ|true
休憩時間|きゅうけいじかん|true
休戦|きゅうせん|true
休日|きゅうじつ|true
休暇|きゅうか|true
休校|きゅうこう|true
休業|きゅうぎょう|true
休止|きゅうし|true
休職|きゅうしょく|true
休講|きゅうこう|true
休足|きゅうそく|false
休養|きゅうよう|true
休館|きゅうかん|true
会|かい|true
会う|あう|true
会則|かいそく|true
会合|かいごう|true
会員|かいいん|true
会堂|かいどう|true
会報|かいほう|true
会場|かいじょう|true
会心|かいしん|true
会期|かいき|true
会社|かいしゃ|true
会社員|かいしゃいん|true
会社更生法|かいしゃこうせいほう|true
会舘|かいかん|false
会見|かいけん|true
会計|かいけい|true
会計士|かいけいし|true
会計年度|かいけいねんど|true
会計検査院|かいけいけんさいん|true
会話|かいわ|true
会談|かいだん|true
会議|かいぎ|true
会議室|かいぎしつ|true
会費|かいひ|true
会釈|えしゃく|true
会長|かいちょう|true
会頭|かいとう|true
会食|かいしょく|true
会館|かいかん|true
伝う|つたう|true
伝える|つたえる|true
伝わる|つたわる|true
伝承|でんしょう|true
伝染|でんせん|true
伝染病|でんせんびょう|true
伝票|でんぴょう|true
伝統|でんとう|true
伝統文化|でんとうぶんか|true
伝統的|でんとうてき|true
伝言|でんごん|true
伝記|でんき|true
伝説|でんせつ|true
伝送|でんそう|true
伝道|でんどう|true
伝達|でんたつ|true
伯|はく|true
伯仲|はくちゅう|true
伯剌西爾|ブラジル|false
伯母|おば|true
伯爵|はくしゃく|true
伯父|おじ|true
伴|とも|true
伴う|ともなう|true
伴なう|ともなう|false
伴侶|はんりょ|true
伴奏|ばんそう|true
伸し|のし|true
伸ばす|のばす|true
伸び|のび|true
伸びのび|のびのび|false
伸びやか|のびやか|true
伸びる|のびる|true
伸び伸び|のびのび|true
伸び悩む|のびなやむ|true
伸び率|のびりつ|true
伸縮|しんしゅく|true
伺う|うかがう|true
似あう|にあう|false
似かよう|にかよう|false
似せる|にせる|true
似る|にる|true
似合い|にあい|true
似合う|にあう|true
似通う|にかよう|true
似顔|にがお|true
似顔画|にがおえ|false
似顔絵|にがおえ|true
佃|つくだ|true
但|ただ|false
但し|ただし|true
佇む|たたずむ|true
位|い|true
位|くらい|true
位地|いち|false
位置|いち|true
位置づけ|いちづけ|false
位置づける|いちづける|false
位置付け|いちづけ|true
位置付ける|いちづける|true
低い|ひくい|true
低める|ひくめる|true
低下|ていか|true
低価格|ていかかく|true
低利|ていり|true
低地|ていち|true
低学年|ていがくねん|true
低料金|ていりょうきん|true
低気圧|ていきあつ|true
低水準|ていすいじゅん|true
低減|ていげん|true
低温|ていおん|true
低落|ていらく|true
低調|ていちょう|true
低辺|ていへん|false
低迷|ていめい|true
低音|ていおん|true
住|じゅう|true
住い|すまい|false
住う|すまう|false
住まい|すまい|true
住まう|すまう|true
住みここち|すみごこち|false
住みごこち|すみごこち|false
住み心地|すみごこち|true
住む|すむ|true
住人|じゅうにん|true
住処|じゅうしょ|false
住宅|じゅうたく|true
住宅地|じゅうたくち|true
住宅街|じゅうたくがい|true
住専|じゅうせん|true
住居|じゅうきょ|true
住居|すまい|false
住所|じゅうしょ|true
住民|じゅうみん|true
住民票|じゅうみんひょう|true
住民税|じゅうみんぜい|true
住職|じゅうしょく|true
佐ける|たすける|false
佑ける|たすける|false
体|からだ|true
体つき|からだつき|true
体付き|からだつき|true
体内|たいない|true
体制|たいせい|true
体力|たいりょく|true
体勢|たいせい|true
体型|たいけい|true
体外受精|たいがいじゅせい|true
体外授精|たいがいじゅせい|false
体形|たいけい|true
体得|たいとく|true
体感|たいかん|true
体操|たいそう|true
体格|たいかく|true
体温|たいおん|true
体温計|たいおんけい|true
体積|たいせき|true
体系|たいけい|true
体罰|たいばつ|true
体育|たいいく|true
体育館|たいいくかん|true
体裁|ていさい|true
体調|たいちょう|true
体質|たいしつ|true
体重|たいじゅう|true
体長|たいちょう|true
体験|たいけん|true
何|なに|true
何|なん|true
何う|どう|false
何か|なにか|true
何かと|なにかと|true
何げない|なにげない|false
何げなく|なにげなく|false
何ごと|なにごと|false
何しろ|なにしろ|true
何だか|なんだか|true
何だかだ|なんだかんだ|false
何だかんだ|なんだかんだ|true
何だ彼だ|なんだかんだ|false
何て|なんて|true
何で|なんで|true
何でも|なんでも|true
何と|なんと|true
何という|なんという|true
何とか|なんとか|true
何とぞ|なにとぞ|true
何となく|なんとなく|true
何とも|なんとも|true
何ともいえない|なんともいえない|false
何とも言えない|なんともいえない|true
何と無く|なんとなく|false
何と言う|なんという|false
何と言うか|なんというか|false
何なのか|なんなのか|true
何にも|なんにも|true
何の|どの|false
何のくらい|どのくらい|false
何の位|どのくらい|false
何の様|どのよう|false
何の様に|どのように|false
何の辺|どのへん|false
何びと|なにびと|false
何ぶん|なにぶん|false
何べん|なんべん|false
何も|なにも|true
何もの|なにもの|false
何やら|なにやら|true
何より|なにより|true
何ら|なんら|true
何れ|いずれ|false
何れ|どれ|false
何れか|いずれか|false
何れくらい|どれくらい|false
何れぐらい|どれくらい|false
何れでも|どれでも|false
何れ丈|どれだけ|false
何れ位|どれくらい|false
何れ何れ|どれどれ|false
何をかくそう|なにをかくそう|false
何を隠そう|なにをかくそう|true
何事|なにごと|true
何人|なにびと|true
何人|なんにん|true
何人か|なんにんか|true
何処|どこ|true
何処か|どこか|false
何処にも|どこにも|true
何処にもない|どこにもない|false
何処にも無い|どこにもない|false
何処までも|どこまでも|true
何処迄も|どこまでも|false
何分|なにぶん|true
何分|なんぷん|true
何十|なんじゅう|true
何千|なんぜん|true
何卒|なにとぞ|true
何回|なんかい|true
何年|なんねん|true
何度|なんど|true
何度でも|なんどでも|true
何彼と|なにかと|false
何所|どこ|false
何才|なんさい|false
何故|なぜ|true
何故か|なぜか|true
何故なら|なぜなら|true
何故ならば|なぜならば|true
何方|どちら|false
何方|どなた|true
何方か|どなたか|true
何方でも|どなたでも|true
何方も|どちらも|false
何日|なんにち|true
何時|いつ|false
何時|なんじ|true
何時ごろ|いつごろ|false
何時でも|いつでも|true
何時になく|いつになく|false
何時に無く|いつになく|true
何時の間にか|いつのまにか|true
何時までも|いつまでも|false
何時も|いつも|true
何時も通り|いつもどおり|false
何時迄も|いつまでも|false
何時間|なんじかん|true
何時頃|いつごろ|true
何歳|なんさい|true
何気ない|なにげない|true
何気なく|なにげなく|true
何気無い|なにげない|false
何気無く|なにげなく|true
何百|なんびゃく|true
何等|なんら|false
何者|なにもの|true
何處|どこ|false
何遍|なんべん|true
余す|あます|true
余っ程|よっぽど|false
余り|あまり|true
余りに|あまりに|true
余る|あまる|true
余人|よじん|true
余儀ない|よぎない|true
余儀なく|よぎなく|true
余儀なくされる|よぎなくされる|true
余儀無い|よぎない|false
余儀無く|よぎなく|false
余儀無くされる|よぎなくされる|false
余分|よぶん|true
余剰|よじょう|true
余力|よりょく|true
余命|よめい|true
余地|よち|true
余念|よねん|true
余所|よそ|true
余所行き|よそゆき|false
余所見|よそみ|false
余暇|よか|true
余波|よは|true
余猶|よゆう|false
余程|よほど|true
余裕|よゆう|true
余計|よけい|true
余談|よだん|true
余震|よしん|true
余韻|よいん|true
佛|ほとけ|false
佛像|ぶつぞう|false
佛教|ぶっきょう|false
佛蘭西|フランス|false
佛語|ふつご|false
作|さく|true
作り|つくり|true
作りあげる|つくりあげる|false
作りだす|つくりだす|false
作り上げる|つくりあげる|true
作り出す|つくりだす|true
作り笑い|つくりわらい|true
作り話|つくりばなし|true
作る|つくる|true
作付|さくづけ|false
作付け|さくづけ|true
作付面積|さくづけめんせき|true
作動|さどう|true
