0;ja;fr;sounds;notes;JLPT;tags
8284;カードの請求書が送付されて来ました;The credit card invoice was sent here.;[sound:anki10k_js05013a.ogg];;;anki10k
8285;ガードレールに車の塗料が付着している;There is some paint from a car on the guard rail.;[sound:anki10k_js08096a.ogg];;;anki10k
8286;カードをもらう;receive a card;[sound:jpod101_word-list_201472.ogg];;;jpod101_word-list
8287;カートを借りて、その上にかごを乗せて、その中にカバンを入れました。;;[sound:jap_online_br_506.ogg];;;jap_online_br
8288;カード、使えますか。;Can I use a credit card?;[sound:jpod101_lessons-examples_6197.ogg];;;jpod101_lessons-examples
8290;カーブを曲がるときはスピードを落としましょう。;You should slow down when driving around a bend.;[sound:1163_iknow_words_js00522a.ogg];;;iknow_words
8291;カーペットに掃除機をかけています。;A person is vacuuming the carpet.;[sound:jpod101_word-list_271614.ogg];;;jpod101_word-list
8292;カーペットに掃除機をかけている。;A person is vacuuming the carpet.;[sound:jpod101_word-list_252268.ogg];;;jpod101_word-list
8293;カーペットに掃除機をかける;vacuum a carpet;[sound:jpod101_word-list_305532.ogg];;;jpod101_word-list
8294;カーペットをきれいにしておくために掃除機を使いなさい。;Use the vacuum cleaner to keep the carpets clean.;[sound:jpod101_word-list_976731.ogg];;;jpod101_word-list
8295;カーラさんは東京に住んでいます。彼女はどのぐらい東京に住んでいますか？;Karla lives in Tokyo. How long has she lived in Tokyo?;[sound:glossika_ja-0824.ogg];;;glossika
8296;ガーリックブレッド;garlic bread;[sound:jpod101_word-list_1540.ogg];;;jpod101_word-list
8297;ガーリックブレッドはスパゲッティとラザニアを食べるときには欠かせない。;Garlic bread is a must when eating spaghetti or lasagna.;[sound:jpod101_word-list_1542.ogg];;;jpod101_word-list
8298;ガールフレンドに見限られた;I was dumped by my girlfriend.;[sound:anki10k_js08858a.ogg];;;anki10k
8299;カーレース場にあるレーシングカー;racing car on an auto racing track;[sound:jpod101_word-list_201165.ogg];;;jpod101_word-list
8300;カイオさん、あなたはブラジルで日本語の勉強を始めたんですか。;;[sound:jap_online_br_1453.ogg];;;jap_online_br
8301;カイオさん、日本に来てからどのぐらいになりますか。;;[sound:jap_online_br_1460.ogg];;;jap_online_br
8302;かいぎはくじです。;;[sound:jap_online_br_666.ogg];;;jap_online_br
8303;かいしゃで;;[sound:jap_online_br_344.ogg];;;jap_online_br
8304;かいたい　テレビが　きまらない。;The TV that I want to buy won’t kimaru. = I can’t decide which TV I want to buy.;[sound:humanjapanese_restaurants-kaitai-terebiga-kimaranai.ogg];;;humanJapanese
8305;かいだんを　つかって　３１２ごうしつに　いきました。;I used the stairs and went to room 312.;[sound:humanjapanese_hotels-kaidanwo-tsukatte-312goushitsuni-ikimashita.ogg];;;humanJapanese
8306;ガイドが私達を博物館へ案内してくれた。;The guide led us to the museum.;[sound:anki5k_rec1409212749.ogg];;;anki5k
8307;ガイドさんは町の案内情報を私達に教えてくれました。;The tour guide gave us some information about the city.;[sound:glossika_ja-2257.ogg];;;glossika
8308;ガイドに付いて行く;follow your guide;[sound:jpod101_word-list_830264.ogg];;;jpod101_word-list
8309;ガイドは、知らない場所を案内してくれます。;The guide will help you find your way in a strange place.;[sound:jpod101_word-list_830263.ogg];;;jpod101_word-list
8310;ガイドブックは、旅行に役立つ情報をくれます。;A guidebook will give you helpful information for your trip.;[sound:jpod101_word-list_529154.ogg];;;jpod101_word-list
8311;ガイドブックを読む;read your guidebook;[sound:jpod101_word-list_253125.ogg];;;jpod101_word-list
8312;ガイド付きの旅行を申し込んだの。;I signed up for a guided tour.;[sound:iknow_words_js02176a.ogg];;;iknow_words
8313;かいません　でした。;I didn’t buy it.;[sound:humanjapanese_reasons-kaimasen-deshita.ogg];;;humanJapanese
8314;カイロはエジプトの首都です。;Cairo's the capital of Egypt.;[sound:glossika_ja-2299.ogg];;;glossika
8315;かうちではありませんでした。;It wasn’t a couch.;[sound:satori_reader_36_かうちではあ__せんでした。.ogg];;;satori_reader
8317;カウンターで支払って下さい。;Please pay at the counter.;[sound:anki5k_rec1409182076.ogg];;;anki5k
8318;カウンターで料金を支払った。;I paid the fee at the counter.;[sound:iknow_words_js00473a.ogg];;;iknow_words
8319;カウンターに年老いた男の人が座っています。;There is an old man sitting at the counter.;[sound:jpod101_lessons-examples_8520.ogg];;;jpod101_lessons-examples
8320;カウンター席はいっぱいです。;There are no counter seats available.;[sound:jpod101_lessons-examples_8180.ogg];;;jpod101_lessons-examples
8321;かえりたくは　ない　けど、明日は　しごと　だからね。;I don’t want to go home, but I have work tomorrow so (I must).;[sound:humanjapanese_waga-kaeritakuha-nai-kedo-ashitaha-shigoto-dakarane.ogg];;;humanJapanese
8322;カエルがぴょんぴょんはねているね。;Frogs are jumping around the pond.;[sound:1018_iknow_words_js03250a.ogg];;;iknow_words
8323;カエルが丸太の上にいる。;The frog is on the log.;[sound:jpod101_word-list_200729.ogg];;;jpod101_word-list
8324;カエルが池に飛び込んだね。;A frog jumped into the pond.;[sound:iknow_words_js03778a.ogg];;;iknow_words
8325;かえることは　かなしい　です。;Returning is sad.;[sound:humanjapanese_nominalization-kaerukotoha-kanashii-desu.ogg];;;humanJapanese
8326;カエルにはへそがないんだ。;Frogs don't have belly buttons.;[sound:iknow_words_js03866a.ogg];;;iknow_words
8327;かえるは泳ぐのも飛び跳ねるのもとても上手い。;Frogs are execptional jumpers and swimmers.;[sound:jpod101_word-list_1629.ogg];;;jpod101_word-list
8328;カエルは舌を使って餌を捕まえる。;Frogs use their tongues to catch food.;[sound:jpod101_word-list_251331.ogg];;;jpod101_word-list
8329;かく　ことが　すき　です。;I like to write.;[sound:humanjapanese_nominalization-kaku-kotoga-suki-desu.ogg];;;humanJapanese
8330;かごの中にはお店のチラシが入っていました。;;[sound:jap_online_br_507.ogg];;;jap_online_br
8331;カササギの巣を見つけた。;I found a magpie nest.;[sound:jpod101_lessons-examples_7079.ogg];;;jpod101_lessons-examples
8332;かしこまりました。;Understood.;[sound:satori_reader_7_かしこまりました。.ogg];;;satori_reader
8333;かしこまりました。ありがとうございました。;Right away, sir. Thank you very much!;[sound:satori_reader_23_かしこまりま__ざいました。.ogg];;;satori_reader
8334;かしこまりました。ごちゅうもんを　くりかえします。;Humbly understood. I will repeat your order.;[sound:humanjapanese_restaurants-kashikomarimashita--gochuumonwo-kurikaeshimasu.ogg];;;humanJapanese
8335;かしこまりました。しょうしょう、おまちください。・・・おまたせ　いたしました。今日は、ありがとう　ございました。;Humbly understood. Please wait one moment….Sorry to have kept you. Thank you so much (for coming in) today.;[sound:humanjapanese_restaurants-kashikomarimashita--shoushou-omachikudasai-----oma-ooo.ogg];;;humanJapanese
8336;かしこまりました。しょうしょう　おまちください。はい、スミスさま　ですね。;I understand. Please wait one moment. Yes, you’re Mr. Smith, aren’t you?;[sound:humanjapanese_hotels-kashikomarimashita--shoushou-omachikudasai--hai-su-ooo.ogg];;;humanJapanese
8337;かしこまりました。最後の一言は、貴店にふさわしい人材となるべく努力させていただきたいと思います。;;[sound:jap_online_br_1660.ogg];;;jap_online_br
8338;カジュアルな服装で構いません。;You can dress casually.;[sound:anki5k_rec1409114738.ogg];;;anki5k
8339;カジュアルな装いといえば、ジーンズ。;When you think of casual clothes, jeans must be it.;[sound:jpod101_lessons-examples_8955.ogg];;;jpod101_lessons-examples
8340;…が　すきだ。;…I like it.;[sound:humanjapanese_nominalization-ga-sukida.ogg];;;humanJapanese
8341;ガスタンク４基が爆発した。;Four gas tanks exploded.;[sound:tofugu_189.ogg];;;tofugu
8342;ガスの値段は数年前の２倍になっています。;Gas is twice as expensive as it was a few years ago.;[sound:glossika_ja-2621.ogg];;;glossika
8343;カスパーさんはまたスピード違反したため、免許取り消しになりました。;Casper had his license taken away for driving too fast again.;[sound:glossika_ja-1895.ogg];;;glossika
8345;ガスを使う時は気を付けてください。;Please be careful when you use gas.;[sound:iknow_words_f49ed3754g.ogg];;;iknow_words
8346;ガス会社がメーターを調べにきたぞ。;The gas company came to examine the meter.;[sound:iknow_words_js03057a.ogg];;;iknow_words
8347;ガス暖房;gas heater;[sound:jpod101_word-list_252884.ogg];;;jpod101_word-list
8348;ガス管が爆発しました。;The gas pipe exploded.;[sound:iknow_words_js01524a.ogg];;;iknow_words
8349;かぜじゃないです。;;[sound:jap_online_br_715.ogg];;;jap_online_br
8350;かぜ薬のCMは、冬によく流れます。;TV commercials for cold medicines are broadcast more often in winter.;[sound:jpod101_lessons-examples_7734.ogg];;;jpod101_lessons-examples
8351;ガソリンが値下がりしました。;The price of gasoline has gone down.;[sound:1564_iknow_words_js01308a.ogg];;;iknow_words
8352;ガソリンスタンド;gasoline station;[sound:jpod101_word-list_252903.ogg];;;jpod101_word-list
8353;ガソリンの価格がどんどん上がっている。;The price of gasoline keeps going up fast.;[sound:977_iknow_words_js01454a.ogg];;;iknow_words
8354;ガソリンの値上げは不可避だった;The gasoline price hike was inevitable.;[sound:anki10k_js07985a.ogg];;;anki10k
8356;ガソリンの値段が上がっています。;The price of gasoline is rising.;[sound:jpod101_word-list_976711.ogg];;;jpod101_word-list
8357;ガソリンを入れてから、ドライブに出発しよう。;Let’s fill up with gasoline and then go for a drive.;[sound:anki5k_rec1409179879.ogg];;;anki5k
8358;ガソリンを入れる;pump gasoline;[sound:jpod101_word-list_555545.ogg];;;jpod101_word-list
8359;カタカナとひらがながあります。;There are katakana and hiragana.;[sound:bunpro_カタカナとひらがながあります。.ogg];;;bunpro
8360;カタカナとひらがなと漢字の中で一番簡単なのは、ひらがなだろう。;Among hiragana, katakana, and kanji, hiragana is the number one simplest, right?;[sound:bunpro_カタカナとひらがなと漢字の中で一番簡単なのは、ひらがなだろう。.ogg];;;bunpro
8362;カタカナを覚えるのが下手。;I’m not good at remembering Katakana.;[sound:bunpro_カタカナを覚えるのが下手。.ogg];;;bunpro
8364;カタログを見て注文したんだ。;I looked at the catalog and placed an order.;[sound:iknow_words_js02001a.ogg];;;iknow_words
8365;がつがつ食べる;eat like a pig;[sound:jpod101_word-list_630.ogg];;;jpod101_word-list
8366;がっかりさせてごめんね。;I'm sorry I let you down.;[sound:tatoeba_yomi_3024841.ogg];;;tatoeba tatoeba/yomi
8368;かっこいいスタイル;cool style;[sound:jpod101_word-list_251531.ogg];;;jpod101_word-list
8370;かっこいい男;cool guy;[sound:jpod101_word-list_271243.ogg];;;jpod101_word-list
8371;がっこうは　十六日から　です。;School starts on (“is from”) the 16th.;[sound:humanjapanese_speakinginformally-gakkouha-juurokunichikara-desu.ogg];;;humanJapanese
8372;カッターで指を切った。;;[sound:jap_online_br_983.ogg];;;jap_online_br
8373;かつてあそこには大きな家がありました。;There used to be a large house over there.;[sound:anki5k_rec1408923709.ogg];;;anki5k
8374;かつてはここに教会がありました。;There used to be a church here.;[sound:tatoeba_yomi_2976074.ogg];;;tatoeba tatoeba/yomi
8375;かつて世界を征服した大王がいた;There once was a king who conquered the world.;[sound:anki10k_js04749a.ogg];;;anki10k
8376;かつて私が学生だった頃のことです。;That's when I was still a student.;[sound:iknow_words_js01692a.ogg];;;iknow_words
8377;かっとなって余計なことを言ってしまったな。;I lost my temper and said things I shouldn't have.;[sound:1186_iknow_words_js03344a.ogg];;;iknow_words
8378;カップとお皿;cup and platter;[sound:jpod101_word-list_375049.ogg];;;jpod101_word-list
8380;カップにお湯を注いだ後、食べる迄三分待って下さい。;After pouring the boiling water into the cup, please wait three minutes before eating.;[sound:anki5k_rec1409197753.ogg];;;anki5k
8381;カップに入ったコーヒー;cup of coffee;[sound:jpod101_word-list_251879.ogg];;;jpod101_word-list
8382;カップに入ったハーブティー;cup of herb tea;[sound:jpod101_word-list_251894.ogg];;;jpod101_word-list
8383;カップの内側の線までお湯を入れてください。;Please pour hot water up to the line inside the cup.;[sound:iknow_words_d3bpcp1894.ogg];;;iknow_words
8384;カップラーメンにお湯を入れてください。;Please pour hot water into the instant ramen.;[sound:iknow_words_85chd82g8o.ogg];;;iknow_words
8385;カップラーメンの自動販売機がある。;There's a vending machine that sells cups of ramen.;[sound:jpod101_lessons-examples_7328.ogg];;;jpod101_lessons-examples
8386;カップルがべたべたしているね。;That couple are inseparable.;[sound:iknow_words_js03867a.ogg];;;iknow_words
8387;カップルが公園を歩いている。;The couple is walking in the park.;[sound:jpod101_word-list_206825.ogg];;;jpod101_word-list
8388;カップルが洋服を買う。;The couple buys clothes.;[sound:jpod101_word-list_305596.ogg];;;jpod101_word-list
8389;カップルが洋服を買った。;The couple bought clothes.;[sound:jpod101_word-list_305597.ogg];;;jpod101_word-list
8390;カップルが洋服を買っている。;The couple is buying clothes.;[sound:jpod101_word-list_305595.ogg];;;jpod101_word-list
8391;カップルが記念日のお祝いをしている。;The couple is celebrating their anniversary.;[sound:jpod101_word-list_201811.ogg];;;jpod101_word-list
8392;カップ一杯の牛乳に大さじ一杯の酢を加えて下さい。;Add one tablespoon vinegar to one cup of milk.;[sound:anki5k_rec1408943822.ogg];;;anki5k
8393;カトリックは、ローマ法王をリーダーとする宗教です。;Catholicism is the religion of those who accept the leadership of the Pope.;[sound:jpod101_word-list_228160.ogg];;;jpod101_word-list
8394;カナエちゃんが元気がないと、僕も元気が無くなる。;If Kanae feels sad, I will feel sad too.;[sound:599_tofugu_69.ogg];;;tofugu
8395;カナエって、いつもめっちゃ元気だね。;Kanae, you are always super genki, huh?;[sound:549_tofugu_19.ogg];;;tofugu
8396;かなえの手紙届いた？;Has my letter been delivered yet?;[sound:258_tofugu_18.ogg];;;tofugu
8397;カナエはとても元気です。;Kanae is very genki.;[sound:tofugu_18.ogg];;;tofugu
8398;カナエは元気いっぱいだ。;Kanae is full of energy.;[sound:547_tofugu_17.ogg];;;tofugu
8399;カナエは元気そのものだ。;Kanae is energy itself.;[sound:550_tofugu_20.ogg];;;tofugu
8400;カナダが　さむい。;Canada is colder.;[sound:humanjapanese_comparisons-kanadaga-samui.ogg];;;humanJapanese
8401;かなだではありません。;It’s not Canada.;[sound:satori_reader_36_かなだではありません。.ogg];;;satori_reader
8402;カナダのオンタリオにあるトロント;Toronto, Ontario, Canada;[sound:jpod101_word-list_251760.ogg];;;jpod101_word-list
8403;カナダのとある養豚場で、２０２０頭のうち４５０頭が新型ウイルスに感染していたことが報じられた。;It was reported that 450 of the 2,020 pigs in a Canadian piggery have been infected by a new type of virus.;[sound:317_tofugu_30.ogg];;;tofugu
8404;カナダの冬はとても寒いです。;Canadian winters are very cold.;[sound:iknow_words_js08167a.ogg];;;iknow_words
8405;カナダの各地域;provinces of Canda;[sound:jpod101_word-list_891764.ogg];;;jpod101_word-list
8406;カナダの地図;map of Canada;[sound:jpod101_word-list_228034.ogg];;;jpod101_word-list
8407;カナダの日;Canda Day;[sound:jpod101_word-list_891765.ogg];;;jpod101_word-list
8408;カナダの日本大使館はオタワにあります。;The Japanese embassy in Canada is located in Ottawa.;[sound:iknow_words_74aj6s2sh8.ogg];;;iknow_words
8409;カナダはアメリカの北にある。;Canada is to the north of the United States.;[sound:anki5k_rec1408927356.ogg];;;anki5k
8410;カナダはオレンジを輸入しています。オレンジはカナダに輸入されています。;Oranges are imported into Canada.;[sound:glossika_ja-1013.ogg];;;glossika
8411;カナダは世界で二番目に国土の広い国だ。;Canada is the second largest country in area on earth.;[sound:jpod101_word-list_271845.ogg];;;jpod101_word-list
8412;カナダは、地球上で二番目に大きい国だ。;Canada is the second largest country in area on earth.;[sound:jpod101_word-list_228035.ogg];;;jpod101_word-list
8413;カナダは寒いです。;It's cold in Canada.;[sound:jpod101_lessons-examples_2538.ogg];;;jpod101_lessons-examples
8414;カナダへ語学留学へ行く。;I’ll be travelling to Canada to study English.;[sound:anki5k_rec1409009642.ogg];;;anki5k
8415;かなだ人でした。;It was a Canadian person.;[sound:satori_reader_6_カナダ人でした。.ogg];;;satori_reader
8416;かなだ人でしょうか。;Might you be a Canadian?;[sound:satori_reader_36_カナダ人でしょうか。.ogg];;;satori_reader
8417;かなだ人です。;They’re Canadian people.;[sound:satori_reader_33_かなだ人です。.ogg];;;satori_reader
8418;かなだ人ではありません。;She isn’t a Canadian person.;[sound:satori_reader_34_カナダ人ではありません。.ogg];;;satori_reader
8419;カナダ人に生まれたかった。;I wish I'd been born a Canadian.;[sound:tatoeba_yomi_3122652.ogg];;;tatoeba tatoeba/yomi
8420;カナダ人の友達は何人いますか？;How many Canadian friends do you have?;[sound:tatoeba_mizu_2774304.ogg];;;tatoeba
8421;かなづちを持ってきて;Bring me a hammer.;[sound:anki10k_js01725a.ogg];;;anki10k
8422;カナリアが八羽売られていた。;Eight canaries were for sale.;[sound:497_tofugu_8.ogg];;;tofugu
8424;かなり悪い言葉のようだ。;It seems that they're quite bad words.;[sound:satori_reader_8_かなり悪い言葉のようだ。.ogg];;;satori_reader
8425;かなり悪い言葉もあったらしい。;"It seems some were quite bad words (""there were also quite bad words"").";[sound:satori_reader_4_かなり悪い言__ったらしい。.ogg];;;satori_reader
8426;かなり悪い言葉も入っていたらしい。;It seems that some quite bad words were in there too.;[sound:satori_reader_3_かなり悪い言__いたらしい。.ogg];;;satori_reader
8427;かなり空いてたみたいだ。;It looks like I really was.;[sound:satori_reader_10_かなり空いてたみたいだ。.ogg];;;satori_reader
8428;ガニッシュさんは姉妹が二人います。;Ganesh has two (2) sisters. > Ganesh's got two (2) sisters.;[sound:glossika_ja-0482.ogg];;;glossika
8429;ガネッシュさんは明日ここにいますか？―はい、いますよ。いいえ、いませんよ。;Will Ganesh be here tomorrow? — Yes, he will. > No, he won't.;[sound:glossika_ja-1768.ogg];;;glossika
8430;かねてから予定していた長期休暇を取った;I took the long vacation that I had been planning for a long time.;[sound:anki10k_js01735a.ogg];;;anki10k
8431;かのう　ですか。;Is it possible?;[sound:humanjapanese_hotels-kanou-desuka.ogg];;;humanJapanese
8432;かのじょのけいたい;;[sound:jap_online_br_687.ogg];;;jap_online_br
8433;かばんに荷物を詰めました。;I packed my stuff into the bag.;[sound:1364_iknow_words_js01220a.ogg];;;iknow_words
8434;カバンに財布を入れるのを忘れてしまった。;I forgot to put my wallet in my bag.;[sound:anki5k_rec1408768921.ogg];;;anki5k
8435;かばんの中身を見せてください。;Please show me the contents of your bag.;[sound:1271_iknow_words_js00807a.ogg];;;iknow_words
8436;かばんは　くろくて　大きい。;The bag is black and big.;[sound:humanjapanese_teform-kabanha-kurokute-ookii.ogg];;;humanJapanese
8438;かばんを　くるまの　中に　いれて　下さい。;Please put the bag into the (inside of the) car.;[sound:humanjapanese_transitiveintransitive-kabanwo-kurumano-nakani-irete-kudasai.ogg];;;humanJapanese
8439;かばんを　もって　いく。;I’ll hold the bag, and go. = I’ll take the bag.;[sound:humanjapanese_morning-kabanwo-motte-iku.ogg];;;humanJapanese
8440;かばん開いてますよ。;Your bag's open.;[sound:tatoeba_yomi_3565442.ogg];;;tatoeba tatoeba/yomi
8441;カフェインも少なく、まろやかな味に仕上がります。;There is also little caffeine, and it is completed with a mellow flavor (see note on _shiagarimasu_).;[sound:satori_reader_17_カフェインも__上がります。.ogg];;;satori_reader
8442;カフェオレとカフェラテは同じですか。;Are café-au-laits and café lattes the same?;[sound:jpod101_lessons-examples_3097.ogg];;;jpod101_lessons-examples
8443;カフェでアクセスポイントを探した。;I looked for an access point in the café.;[sound:anki5k_rec1409016269.ogg];;;anki5k
8444;カフェは午前１０時に開いて午後１０時に閉まります。;;[sound:jap_online_br_454.ogg];;;jap_online_br
8445;カフェラテのショートください。;A small cafe latte please.;[sound:jpod101_word-list_976712.ogg];;;jpod101_word-list
8446;カプセルのくすりは飲みやすいです。;Capsules are usually easier to swallow.;[sound:jpod101_lessons-examples_9198.ogg];;;jpod101_lessons-examples
8447;カブト虫は昆虫の王様です;The rhinoceros beetle is the king of insects.;[sound:anki10k_js03257a.ogg];;;anki10k
8448;かぶの葉は小さいほど、苦味が少ないです。;The smaller leaves of turnip greens are the least bitter.;[sound:jpod101_word-list_252031.ogg];;;jpod101_word-list
8449;ガブリレさんはあまり出かけません。;Gabriele doesn't go out very often.;[sound:glossika_ja-1112.ogg];;;glossika
8450;かぼちゃのスープは美味しいです。;Pumpkin soup is delicious.;[sound:iknow_words_js02911a.ogg];;;iknow_words
8451;かまいませんよ。;I don’t mind.;[sound:humanjapanese_permission-kamaimasenyo.ogg];;;humanJapanese
8452;かまくらを作った事がありますか。;Have you ever made an igloo?;[sound:jpod101_lessons-examples_7401.ogg];;;jpod101_lessons-examples
8453;かまどで炊いた米はおいしい。;Rice is very delicious when it’s cooked using a traditional cooking stove.;[sound:jpod101_lessons-examples_9435.ogg];;;jpod101_lessons-examples
8454;かみそりの刃が切れなくなった;The razor blade has gone blunt.;[sound:anki10k_js07144a.ogg];;;anki10k
8455;かみそりの刃で指を切りました。;I cut my finger with a razor blade.;[sound:iknow_words_js03274a.ogg];;;iknow_words
8456;かみのけを　くしで　とかした。;I combed my hair.;[sound:humanjapanese_morning-kaminokewo-kushide-tokashita.ogg];;;humanJapanese
8457;カミラさんは彼女の息子の写真を見せてくれました。彼は警察です。;Camila showed me a picture of her son, who is a police officer.;[sound:glossika_ja-2534.ogg];;;glossika
8459;がめつい銀行員;greedy banker;[sound:jpod101_word-list_206764.ogg];;;jpod101_word-list
8460;カメは身を守るために硬い甲羅で覆われている。;A turtle has a hard shell for protection.;[sound:jpod101_word-list_227580.ogg];;;jpod101_word-list
8461;カメラが壊れた。;My camera broke.;[sound:1635_iknow_words_js01780a.ogg];;;iknow_words
8462;カメラのレンズを磨いた。;I polished the camera lens.;[sound:anki5k_rec1409192991.ogg];;;anki5k
8463;カメラの焦点を合わせた。;I brought the camera into focus.;[sound:anki5k_rec1409192088.ogg];;;anki5k
8464;カメラはありますか？―いいえ、ありません。;Do you have a camera? — No, I don't.;[sound:glossika_ja-0494.ogg];;;glossika
8465;カメラはどこにありますか？;Where's the camera?;[sound:glossika_ja-0092.ogg];;;glossika
8466;カメラをなくしました。;I lost my camera.;[sound:tatoeba_mizu_2864454.ogg];;;tatoeba
8467;カメラを持っていますか？―いいえ、持っていません。;Have you got a camera? — No, I don't.;[sound:glossika_ja-0495.ogg];;;glossika
8468;カメラを買ったが、その翌日に失くしてしまった。;I bought a camera, but I lost it the next day.;[sound:anki5k_rec1408932597.ogg];;;anki5k
8469;カメレオンはまわりの色に同化します;The chameleon blends in to the colors of the surroundings.;[sound:anki10k_js06224a.ogg];;;anki10k
8470;カメレオンは、自分の色をオレンジ、緑、黄色に変えました。;The chameleon changed its color to orange, green and yellow.;[sound:jpod101_word-list_252780.ogg];;;jpod101_word-list
8471;カモたちが、水の中に頭を突っ込んだり、上げたりしている。;The ducks are bobbing in the water.;[sound:jpod101_word-list_200707.ogg];;;jpod101_word-list
8472;かもの鳴き声は響く。;A duck’s quack echoes.;[sound:jpod101_word-list_200704.ogg];;;jpod101_word-list
8473;かもめが木のフェンスの上にとまっている。;The seagull is perched on the wooden fence.;[sound:jpod101_word-list_200717.ogg];;;jpod101_word-list
8474;カモメ達が水浴びをしている。;The seagulls are bathing in the water.;[sound:jpod101_word-list_200719.ogg];;;jpod101_word-list
8475;カモを炙る;roast the duck;[sound:jpod101_word-list_979535.ogg];;;jpod101_word-list
8476;カモ狩り;duck hunting;[sound:jpod101_word-list_200700.ogg];;;jpod101_word-list
8477;かも達が飛んでいる。;The ducks are flying.;[sound:jpod101_word-list_200706.ogg];;;jpod101_word-list
8478;がやがやした店は好きじゃない。;;[sound:ninjal_gayagaya_3.ogg];;;ninjal
8480;かようびときんようびはいそがしいです。;;[sound:jap_online_br_335.ogg];;;jap_online_br
8481;カラーコピーは一枚いくらですか。;How much is a color copy?;[sound:iknow_words_js01799a.ogg];;;iknow_words
8482;カラーのインクは黒のインクほど使われないので、５個入りパックがあれば十分です。;;[sound:jap_online_br_1423.ogg];;;jap_online_br
8483;カラオケが　すき？;Do you like karaoke?;[sound:humanjapanese_karaoke-karaokega-suki.ogg];;;humanJapanese
8485;カラオケですか・・・それは　どうかな。;Karaoke, huh? I don’t know about that (“As for that, how is it, I wonder”).;[sound:humanjapanese_karaoke-karaokedesuka---soreha-doukana.ogg];;;humanJapanese
8486;カラオケでストレスを発散しましょう;Let's relieve stress by doing karaoke;[sound:anki10k_js07372a.ogg];;;anki10k
8487;カラオケで思い切り歌ったの。;I sang karaoke to my heart's content.;[sound:iknow_words_js02808a.ogg];;;iknow_words
8488;カラオケで、歌いませんか。;Won’t you sing at karaoke [with me]?;[sound:bunpro_カラオケで、歌いませんか。.ogg];;;bunpro
8489;カラオケとは、日本語で「空のオーケストラ」という意味です。;"Karaoke means ""empty orchestra"" in Japanese.";[sound:jpod101_lessons-examples_7748.ogg];;;jpod101_lessons-examples
8490;カラオケには　とくに　よく　行ってませんが、すき　ですよ。;I don’t go to karaoke especially often, but I like it.;[sound:humanjapanese_planning-karaokeniha-tokuni-yoku-ittemasenga-suki-desuyo.ogg];;;humanJapanese
8491;カラオケに行きませんか。;Won't you go to Karaoke (with me)?;[sound:jpod101_lessons-examples_2690.ogg];;;jpod101_lessons-examples
8492;カラオケに（　）行く（　）行かない。;;[sound:jap_online_br_761.ogg];;;jap_online_br
8493;カラオケに行ったけど、全然楽しくなかった。;;[sound:jap_online_br_236.ogg];;;jap_online_br
8494;カラオケの　あと、のみに　行こうか。;After karaoke, shall we go for drinks?;[sound:humanjapanese_timeline-karaokeno-ato-nomini-ikouka.ogg];;;humanJapanese
8495;カラオケは　たのしいよね。;Gosh, but karaoke is fun, isn’t it?;[sound:humanjapanese_yo-karaokeha-tanoshiiyone.ogg];;;humanJapanese
8496;カラオケは　はじめて　です。;Karaoke is a first for me.;[sound:humanjapanese_karaoke-karaokeha-hajimete-desu.ogg];;;humanJapanese
8497;ガラガラ蛇がとぐろを巻いて、攻撃しようとしている。;The rattlesnake is coiled, and ready to strike.;[sound:jpod101_word-list_200741.ogg];;;jpod101_word-list
8498;カラコンなんて、一枚も持ってないよ。;I don't have any colored contact lenses.;[sound:659_tofugu_10.ogg];;;tofugu
8499;カラスが鳴いている。;The crow is crowing.;[sound:jpod101_word-list_200678.ogg];;;jpod101_word-list
8500;ガラスの欠けらで手を切ってしまった;I cut my hand on a shard of glass.;[sound:anki10k_js01555a.ogg];;;anki10k
8501;ガラスの破片が落ちています;Shards of glass have dropped down.;[sound:anki10k_js07453a.ogg];;;anki10k
8502;ガラスの鍋の中で沸騰しているお湯;boiling water in the glass pot;[sound:jpod101_word-list_226540.ogg];;;jpod101_word-list
8503;ガラスは砂から作られています。;Glass is made from sand.;[sound:glossika_ja-1028.ogg];;;glossika
8504;カラスは鳥の中でも一番頭が良い。;Crows are among the smartest birds.;[sound:jpod101_word-list_200677.ogg];;;jpod101_word-list
8505;ガラス製のコーヒーテーブル;glass coffee table;[sound:jpod101_word-list_252290.ogg];;;jpod101_word-list
8506;カリフォルニアは果物で有名です。;California is famous for its fruit.;[sound:tatoeba_mizu_226168.ogg];;;tatoeba
8507;カリフォルニア大学はロサンゼルスにあります。;UCLA is in L.A.;[sound:glossika_ja-2317.ogg];;;glossika
8508;カリフラワーの漬けもの;dipped cauliflower;[sound:jpod101_word-list_824424.ogg];;;jpod101_word-list
8509;カリフラワーは、ランチドレッシングにつけて食べます。;We eat cauliflower dipped in ranch dressing.;[sound:jpod101_word-list_228405.ogg];;;jpod101_word-list
8510;カリムさんは弁護士で、会社法を専門としています。;Karim is a lawyer who specializes in company law.;[sound:glossika_ja-2904.ogg];;;glossika
8512;カルチャーショックの一つは、ジンジャーさんもスコットさんも正社員で働いているにもかかわらず、きちんと午後6時の夕食にみんな揃うってこと。;One bit of culture shock is that, despite the fact that both Ginger and Scott are working as full-time employees, everyone assembles for dinner right at 6 pm.;[sound:satori_reader_1_カルチャーシ__うってこと。.ogg];;;satori_reader
